fips,population,median_household_income,cluster_model4,color
18101,10262.0,44589.0,34,green
19163,169994.0,55114.0,41,orange
19161,10101.0,49572.0,40,orange
19159,5061.0,47042.0,11,orange
19157,18705.0,51006.0,40,orange
19155,93213.0,51976.0,41,orange
19153,452369.0,60061.0,44,orange
19151,7127.0,45069.0,34,green
19149,24853.0,57130.0,22,orange
19147,9208.0,47113.0,11,orange
19145,15660.0,43912.0,34,green
19143,6211.0,49448.0,40,orange
19141,14092.0,55227.0,22,orange
19139,42913.0,53676.0,4,orange
19137,10465.0,42418.0,1,green
19135,8002.0,46304.0,11,orange
19133,9088.0,40302.0,1,green
19131,10762.0,49488.0,40,orange
19129,14862.0,63979.0,10,orange
19127,40962.0,53351.0,4,orange
19125,33248.0,54693.0,22,orange
19123,22396.0,48726.0,11,orange
19121,15644.0,60060.0,46,orange
19119,11723.0,57130.0,22,orange
19117,8731.0,43962.0,34,green
19115,11271.0,51144.0,40,orange
19113,216640.0,59322.0,23,orange
19111,35369.0,43312.0,34,green
19109,15280.0,51496.0,40,orange
19107,10291.0,43838.0,34,green
19103,139436.0,55700.0,23,orange
19101,17318.0,42899.0,34,green
19097,19572.0,49028.0,40,orange
51137,34596.0,65166.0,10,orange
51157,7431.0,57210.0,22,orange
51165,77785.0,53744.0,4,orange
51171,42724.0,49406.0,40,orange
51187,38481.0,61454.0,46,orange
51003,103108.0,68449.0,28,red
51177,127691.0,78125.0,25,red
51015,74053.0,54558.0,22,orange
51069,81340.0,69098.0,28,red
51079,18938.0,61550.0,10,orange
51047,48424.0,66697.0,28,orange
51043,14299.0,71295.0,35,red
51113,13147.0,47736.0,11,orange
51139,23843.0,43895.0,34,green
54065,17475.0,39324.0,45,green
54037,55214.0,66677.0,28,orange
54031,13936.0,40303.0,1,green
54003,108724.0,55239.0,22,orange
24013,167444.0,85385.0,12,red
24027,304115.0,110238.0,16,red
51107,351129.0,123453.0,16,red
51091,2244.0,43914.0,34,green
54071,7402.0,36953.0,24,green
51061,67463.0,91609.0,47,red
24001,73549.0,40551.0,1,green
54057,27755.0,31790.0,8,green
54023,11815.0,39088.0,45,green
51660,69729.68468468469,56205.06306306306,22,orange
51820,69729.68468468469,56205.06306306306,22,orange
51840,69729.68468468469,56205.06306306306,22,orange
51790,69729.68468468469,56205.06306306306,22,orange
13213,39401.0,35539.0,24,green
13211,17900.0,51820.0,4,orange
13209,8968.0,34672.0,24,green
13207,26915.0,48744.0,11,orange
13205,22982.0,31915.0,8,green
13201,5936.0,33983.0,8,green
13199,21297.0,35832.0,24,green
13197,8739.0,36242.0,24,green
13195,28232.0,41912.0,1,green
13189,21582.0,36656.0,24,green
13187,30921.0,43804.0,34,green
13185,113203.0,36834.0,24,green
13181,7720.0,34243.0,24,green
13175,47886.0,32356.0,8,green
13173,10403.0,37605.0,45,green
13171,18114.0,40344.0,1,green
13169,28738.0,51857.0,4,orange
13167,9794.0,34438.0,24,green
13165,8922.0,24604.0,17,green
13319,9386.0,38485.0,45,green
13161,14990.0,36385.0,24,green
13293,26528.0,35774.0,24,green
13193,14045.0,28684.0,48,green
13109,10814.0,37865.0,45,green
13177,28946.0,61537.0,10,orange
13269,8401.0,28143.0,48,green
13027,15637.0,32663.0,8,green
13001,18417.0,37135.0,24,green
13003,8294.0,30933.0,8,green
13005,11222.0,37162.0,24,green
13007,3292.0,44297.0,34,green
13009,45795.0,32460.0,8,green
13011,18336.0,41472.0,1,green
13013,72012.0,52012.0,4,orange
13015,101336.0,48893.0,39,orange
13017,17477.0,29994.0,48,green
13019,19019.0,31835.0,8,green
13021,154816.0,36519.0,43,green
13023,12746.0,38991.0,45,green
13025,18452.0,37206.0,24,green
13031,72386.0,36032.0,24,green
13033,23007.0,33641.0,8,green
13035,23445.0,41667.0,1,green
13037,6489.0,25513.0,17,green
13043,11031.0,30185.0,48,green
13045,112595.0,43586.0,32,green
13047,65375.0,50876.0,40,orange
13053,11914.0,43378.0,34,green
13055,25241.0,32913.0,8,green
13057,225944.0,68926.0,5,red
13059,120905.0,32162.0,8,green
13321,21156.0,37974.0,45,green
13065,6791.0,24015.0,17,green
13067,719133.0,65873.0,26,red
13069,43003.0,33965.0,8,green
13071,46024.0,32409.0,8,green
13073,136204.0,71021.0,35,red
13075,17033.0,35683.0,24,green
13077,133416.0,62461.0,10,orange
13079,12539.0,41825.0,1,green
13081,23314.0,31615.0,8,green
13083,16445.0,46434.0,11,orange
13085,22673.0,56943.0,22,orange
13089,716331.0,51376.0,6,orange
26001,10550.0,38033.0,45,green
26165,32751.0,41534.0,1,green
26069,25401.0,37317.0,45,green
26015,59147.0,55064.0,22,orange
26023,43706.0,44373.0,34,green
26025,134790.0,42520.0,32,green
26027,51952.0,46570.0,11,orange
26035,30710.0,33015.0,8,green
26037,76905.0,60909.0,46,orange
26039,13895.0,41743.0,1,green
26043,26012.0,43779.0,34,green
26045,108341.0,54993.0,22,orange
26049,415874.0,42327.0,20,green
26051,25501.0,38021.0,45,green
26057,41878.0,41912.0,1,green
26059,46178.0,41961.0,1,green
26065,283491.0,45679.0,20,orange
26067,64064.0,49124.0,39,orange
26071,11507.0,33663.0,8,green
26073,70669.0,39377.0,45,green
26075,159759.0,46326.0,32,orange
26077,256752.0,47476.0,20,orange
26079,17230.0,40534.0,1,green
26081,622590.0,53063.0,30,orange
26085,11426.0,30439.0,8,green
26087,88235.0,52996.0,4,orange
26091,98902.0,48043.0,39,orange
26093,184591.0,75204.0,25,red
26101,24536.0,41395.0,1,green
26107,43301.0,41889.0,1,green
26111,83624.0,54059.0,4,orange
26113,14988.0,41098.0,1,green
26117,63004.0,41584.0,1,green
26119,9401.0,36250.0,24,green
26123,48029.0,43693.0,34,green
26125,1229503.0,67465.0,14,red
26129,21222.0,36063.0,24,green
26133,23234.0,38999.0,45,green
26135,8444.0,33021.0,8,green
26137,24141.0,48917.0,40,orange
37093,51075.0,41542.0,1,green
37001,155258.0,41814.0,32,green
37003,37158.0,39365.0,45,green
37005,10911.0,36968.0,24,green
37007,26135.0,33228.0,8,green
37009,27114.0,36267.0,24,green
37011,17695.0,37777.0,45,green
37021,247336.0,45167.0,20,orange
37025,188375.0,54720.0,41,orange
37033,23174.0,37869.0,45,green
37035,154610.0,44376.0,32,green
37037,67431.0,56642.0,22,orange
37039,27092.0,34662.0,24,green
37043,10656.0,37076.0,24,green
37045,97178.0,39453.0,45,green
37051,324603.0,44171.0,20,orange
37057,163867.0,43363.0,32,green
37059,41447.0,51527.0,4,orange
37063,288817.0,52503.0,15,orange
37065,55280.0,32659.0,8,green
37067,361684.0,45471.0,20,orange
37069,62296.0,42685.0,1,green
37071,209807.0,42429.0,43,green
37075,8700.0,34805.0,24,green
37077,58109.0,50225.0,40,orange
37079,21328.0,35777.0,24,green
37081,506763.0,45651.0,30,orange
37083,53407.0,32245.0,8,green
37087,59170.0,42257.0,1,green
37089,109719.0,46448.0,39,orange
37097,165066.0,52306.0,41,orange
37105,59418.0,45608.0,34,orange
37109,79578.0,49215.0,39,orange
37113,33919.0,39133.0,45,green
37115,21027.0,37904.0,45,green
37119,990288.0,56854.0,6,red
37121,15330.0,37391.0,45,green
37123,27601.0,32500.0,8,green
37125,91743.0,50998.0,39,orange
37197,37971.0,37796.0,45,green
37135,138644.0,59290.0,23,orange
37145,39262.0,42105.0,1,green
37147,173798.0,41119.0,43,green
37151,142370.0,41947.0,32,green
37153,46046.0,32687.0,8,green
37155,134871.0,30608.0,8,green
37157,92300.0,38126.0,45,green
37165,35932.0,30958.0,8,green
37167,60586.0,40910.0,1,green
37169,46661.0,40696.0,1,green
37171,73170.0,36164.0,24,green
37173,14163.0,33931.0,8,green
37175,32928.0,45114.0,34,green
37179,213422.0,65903.0,28,red
37181,44829.0,33316.0,8,green
37183,976019.0,67309.0,26,red
37185,20468.0,34254.0,24,green
37189,52240.0,37656.0,45,green
37193,68946.0,33232.0,8,green
37195,81581.0,39847.0,45,green
37199,17604.0,37484.0,45,green
37127,94722.0,42713.0,32,green
37159,138361.0,43069.0,32,green
39001,28229.0,35560.0,24,green
39003,105196.0,44103.0,32,green
39005,53189.0,48003.0,11,orange
39009,64974.0,33872.0,8,green
39011,45873.0,54274.0,4,orange
39013,69560.0,43833.0,34,green
39015,44247.0,45568.0,34,orange
39017,372538.0,57540.0,0,orange
39019,28361.0,47075.0,11,orange
39021,39393.0,50974.0,40,orange
39023,136827.0,43625.0,32,green
39175,22467.0,47555.0,11,orange
39027,41892.0,46787.0,11,orange
39029,105987.0,44497.0,32,green
39031,36724.0,41701.0,1,green
39033,42725.0,40795.0,1,green
39037,52356.0,44632.0,34,green
39039,38669.0,50663.0,40,orange
39041,185433.0,91955.0,47,red
39045,149112.0,60567.0,23,orange
39047,28769.0,40503.0,1,green
39049,1215761.0,52341.0,21,red
39051,42485.0,55120.0,22,orange
39053,30565.0,37319.0,45,green
39057,164192.0,60113.0,23,orange
39059,39626.0,40930.0,1,green
39061,804194.0,49013.0,31,orange
39063,75428.0,50895.0,40,orange
39065,31736.0,42703.0,1,green
39067,15633.0,43173.0,34,green
39069,28015.0,53835.0,4,orange
39073,28914.0,42170.0,1,green
39075,43436.0,51996.0,4,orange
39077,58937.0,48745.0,39,orange
39079,32854.0,39460.0,45,green
39081,68053.0,41942.0,1,green
39083,61004.0,48533.0,39,orange
39087,61827.0,42874.0,1,green
39089,168693.0,56549.0,23,orange
39091,45484.0,49783.0,40,orange
39093,303152.0,52457.0,15,orange
39097,43456.0,57406.0,22,orange
39099,234550.0,41375.0,43,green
39101,65943.0,42966.0,34,green
39103,174831.0,66952.0,28,red
39105,23473.0,37813.0,45,green
39107,40863.0,53099.0,4,orange
39109,103517.0,51569.0,41,orange
39111,14547.0,41528.0,1,green
39113,533763.0,43829.0,30,orange
39115,14913.0,37067.0,24,green
39117,34996.0,51993.0,4,orange
39119,86016.0,41130.0,1,green
39121,14508.0,41708.0,1,green
39125,19165.0,45550.0,34,orange
39127,36025.0,42017.0,1,green
39129,56515.0,57439.0,22,orange
39131,28396.0,40283.0,1,green
39133,161897.0,52552.0,41,orange
39135,41682.0,47818.0,11,orange
39137,34184.0,60524.0,46,orange
39139,122312.0,41877.0,32,green
39141,77334.0,43345.0,34,green
39145,78017.0,35903.0,24,green
39147,55929.0,45444.0,34,orange
39149,49067.0,54550.0,22,orange
39151,374979.0,47137.0,20,orange
39153,541847.0,50765.0,30,orange
39155,206373.0,43073.0,32,green
39157,92697.0,45310.0,32,orange
39159,53470.0,67382.0,28,orange
39161,28576.0,48060.0,11,orange
39163,13234.0,40680.0,1,green
39165,219916.0,74379.0,5,red
39167,61351.0,43509.0,34,green
39169,115371.0,50383.0,39,orange
39171,37386.0,42492.0,1,green
39173,128885.0,53577.0,41,orange
39025,200285.0,60805.0,23,orange
39071,43170.0,39858.0,45,green
45001,24997.0,34799.0,24,green
45005,9838.0,25327.0,17,green
45007,191215.0,42143.0,43,green
45009,15432.0,31314.0,8,green
45021,55863.0,35389.0,24,green
45023,32556.0,31914.0,8,green
45025,46192.0,32083.0,8,green
45031,67922.0,35409.0,24,green
45037,26466.0,46637.0,11,orange
45039,23108.0,36004.0,24,green
45047,69771.0,37060.0,24,green
45055,62722.0,43622.0,34,green
45057,81263.0,44016.0,32,green
45059,66389.0,38515.0,45,green
45061,18461.0,30954.0,8,green
45063,273843.0,53857.0,15,orange
45065,9895.0,38712.0,45,green
45069,27993.0,30767.0,8,green
45071,37690.0,40127.0,1,green
45079,397899.0,49131.0,15,orange
45081,20000.0,38827.0,45,green
45083,291240.0,43907.0,20,green
45091,240076.0,54117.0,41,orange
45087,28125.0,34033.0,8,green
45003,163908.0,45759.0,32,orange
37101,178396.0,50512.0,41,orange
37107,58782.0,34717.0,24,green
37191,124355.0,40390.0,43,green
37085,124320.0,46353.0,32,orange
37163,63873.0,35490.0,24,green
37047,57230.0,34949.0,24,green
45033,31435.0,28938.0,48,green
45067,32167.0,29874.0,48,green
45017,14958.0,43531.0,34,green
45041,138330.0,42080.0,32,green
45085,107777.0,41332.0,1,green
45027,34178.0,33162.0,8,green
45035,145715.0,54901.0,41,orange
13103,54630.0,63100.0,10,orange
45075,90575.0,34218.0,24,green
45089,33238.0,28297.0,48,green
37055,34863.0,54496.0,22,orange
37137,12982.0,43444.0,34,green
37017,34720.0,30096.0,48,green
13087,27378.0,31284.0,8,green
13087,27378.0,31284.0,8,green
45049,20473.0,31410.0,8,green
45019,372904.0,53437.0,15,orange
45019,372904.0,53437.0,15,orange
13253,8769.0,34905.0,24,green
13253,8769.0,34905.0,24,green
39095,436261.0,41777.0,20,green
39123,41162.0,53914.0,4,orange
39055,93874.0,72430.0,35,red
13049,13130.0,42778.0,1,green
37103,10166.0,34005.0,8,green
39085,229437.0,58029.0,23,orange
39143,60187.0,47209.0,11,orange
37061,59453.0,35035.0,24,green
13239,2326.0,31487.0,8,green
13061,3104.0,20438.0,17,green
13179,64427.0,42201.0,1,green
13121,983903.0,57207.0,6,red
37111,44961.0,35965.0,24,green
37149,20327.0,46528.0,11,orange
37161,66865.0,35630.0,24,green
37099,40812.0,38015.0,45,green
37027,81758.0,35763.0,24,green
37023,89548.0,39360.0,45,green
39007,99777.0,40544.0,1,green
45045,474903.0,50540.0,30,orange
45073,74949.0,41237.0,1,green
45077,120124.0,41459.0,32,green
13039,51445.0,52473.0,4,orange
45015,193613.0,52506.0,41,orange
45051,290730.0,43299.0,20,green
13029,33151.0,63327.0,10,orange
45029,38004.0,32804.0,8,green
13051,279290.0,47218.0,20,orange
13051,279290.0,47218.0,20,orange
13183,16588.0,48863.0,40,orange
39035,1263189.0,44190.0,21,orange
39043,76141.0,48011.0,39,orange
13127,81743.0,45918.0,11,orange
13191,14007.0,42988.0,34,green
28027,25254.0,28851.0,48,green
28025,20279.0,31669.0,8,green
28023,16362.0,35993.0,24,green
28021,9330.0,23259.0,17,green
28019,8354.0,30692.0,8,green
28017,17391.0,30926.0,8,green
28015,10338.0,37289.0,45,green
28013,14789.0,31098.0,8,green
28011,33803.0,27585.0,48,green
28109,55196.0,40976.0,1,green
28003,37319.0,36163.0,24,green
28163,27911.0,28961.0,48,green
47133,22100.0,35287.0,24,green
47135,7864.0,31425.0,8,green
1041,13938.0,36022.0,24,green
1043,80965.0,38971.0,45,green
1045,49866.0,45028.0,34,green
1047,42154.0,27306.0,48,green
1049,71068.0,38192.0,45,green
1051,80763.0,53555.0,4,orange
1053,37935.0,32330.0,8,green
1055,103766.0,39220.0,45,green
1057,16896.0,34680.0,24,green
1059,31634.0,35372.0,24,green
1061,26815.0,36024.0,24,green
1063,8697.0,20541.0,17,green
1065,15256.0,32714.0,8,green
1069,103534.0,41571.0,1,green
1073,659026.0,45610.0,30,orange
1075,14133.0,35450.0,24,green
1077,92737.0,43125.0,32,green
1079,33586.0,40003.0,45,green
1081,150982.0,44570.0,32,green
1083,88805.0,49570.0,39,orange
1085,10742.0,25876.0,48,green
1087,20018.0,30738.0,8,green
1089,346438.0,57993.0,0,orange
1091,20306.0,32042.0,8,green
1093,30387.0,32299.0,8,green
1095,94318.0,38983.0,45,green
1099,22217.0,27257.0,48,green
1101,228138.0,44369.0,20,green
1103,119786.0,45751.0,32,orange
31049,1946.0,50962.0,40,orange
31051,5866.0,51223.0,40,orange
31053,36725.0,49068.0,40,orange
31055,537655.0,54659.0,44,orange
31057,2015.0,42500.0,1,green
31059,5697.0,52316.0,4,orange
31061,3105.0,45905.0,11,orange
31063,2573.0,49634.0,40,orange
31065,4887.0,39934.0,45,green
31067,21818.0,50010.0,40,orange
31069,1823.0,45845.0,11,orange
31071,1933.0,43179.0,34,green
31073,1976.0,54375.0,4,orange
31075,769.0,44750.0,34,green
31077,2476.0,42904.0,34,green
31079,60792.0,49252.0,40,orange
31081,9100.0,59311.0,46,orange
31083,3458.0,46766.0,11,orange
31085,1084.0,44500.0,34,green
31087,2879.0,39231.0,45,green
31089,10398.0,46728.0,11,orange
31091,681.0,37317.0,45,green
31093,6347.0,50030.0,40,orange
31095,7433.0,43008.0,34,green
31097,5167.0,45429.0,34,green
31099,6549.0,51934.0,4,orange
31101,8146.0,41781.0,1,green
31103,711.0,38625.0,45,green
31105,3720.0,40242.0,1,green
31107,8556.0,45411.0,34,green
24025,248966.0,80465.0,25,red
24009,90114.0,95828.0,47,red
51510,69729.68468468469,56205.06306306306,22,orange
24510,226318.0,70097.42105263157,5,red
24037,109614.0,86987.0,12,red
24009,90114.0,95828.0,47,red
24003,555280.0,89860.0,7,red
24037,109614.0,86987.0,12,red
24017,152754.0,90607.0,12,red
51099,24933.0,81688.0,25,red
51059,1128722.0,112552.0,18,red
51153,437271.0,98657.0,7,red
51179,137145.0,97144.0,47,red
24017,152754.0,90607.0,12,red
51099,24933.0,81688.0,25,red
51179,137145.0,97144.0,47,red
51153,437271.0,98657.0,7,red
24510,226318.0,70097.42105263157,5,red
24033,892816.0,74260.0,26,red
51059,1128722.0,112552.0,18,red
51125,14858.0,47118.0,11,orange
51127,19560.0,73041.0,35,red
51135,15711.0,36284.0,24,green
51145,28207.0,77896.0,25,red
51147,23022.0,41697.0,1,green
51101,16097.0,62031.0,10,orange
51183,11864.0,39194.0,45,green
51085,101340.0,78645.0,25,red
47137,5097.0,36773.0,24,green
47141,73810.0,35343.0,24,green
47143,32394.0,36146.0,24,green
47145,53162.0,40854.0,1,green
47147,67426.0,53151.0,4,orange
47149,282558.0,56219.0,23,orange
47151,22043.0,30246.0,48,green
47153,14592.0,45408.0,34,green
47157,937750.0,46224.0,31,orange
47159,19136.0,43914.0,34,green
47161,13286.0,42023.0,1,green
47163,156752.0,40346.0,43,green
47165,169623.0,57382.0,23,orange
47169,7884.0,41029.0,1,green
47171,18069.0,33210.0,8,green
47173,19096.0,37351.0,45,green
47175,5596.0,40439.0,1,green
47177,40015.0,35376.0,24,green
47179,125317.0,42817.0,32,green
47181,16897.0,30701.0,8,green
47183,34415.0,37037.0,24,green
47187,199456.0,96565.0,47,red
45011,22098.0,34336.0,24,green
37049,104450.0,47985.0,39,orange
13297,86201.0,54453.0,22,orange
37013,47561.0,40391.0,1,green
13029,33151.0,63327.0,10,orange
45053,26549.0,37141.0,24,green
37117,23729.0,35080.0,24,green
45043,60572.0,42835.0,1,green
45043,60572.0,42835.0,1,green
37129,213091.0,50088.0,41,orange
37019,115926.0,46859.0,39,orange
37129,213091.0,50088.0,41,orange
37019,115926.0,46859.0,39,orange
37031,68228.0,48457.0,39,orange
37133,183753.0,46335.0,32,orange
37141,55166.0,44828.0,34,green
37141,55166.0,44828.0,34,green
37095,5693.0,42897.0,34,green
37187,12668.0,34538.0,24,green
37177,4152.0,32361.0,8,green
1015,116648.0,41703.0,32,green
1013,20354.0,32229.0,8,green
1011,10678.0,31938.0,8,green
1009,57710.0,45813.0,34,orange
1007,22604.0,38678.0,45,green
1005,26932.0,32964.0,8,green
1071,52860.0,37745.0,45,green
1019,26008.0,36296.0,24,green
1021,43819.0,41627.0,1,green
1023,13395.0,33536.0,8,green
1027,13537.0,35327.0,24,green
1029,15002.0,38056.0,45,green
17201,290439.0,48225.0,20,orange
17203,39106.0,65852.0,28,orange
17063,50277.0,65887.0,28,orange
17001,67081.0,45965.0,11,orange
17003,7364.0,27265.0,48,green
17005,17313.0,47946.0,11,orange
17007,53851.0,58248.0,46,orange
17009,6859.0,50739.0,40,orange
17011,34115.0,50423.0,40,orange
17013,4999.0,53869.0,4,orange
17015,14926.0,48631.0,11,orange
17017,13254.0,47434.0,11,orange
17019,205766.0,46495.0,32,orange
17021,34200.0,45334.0,34,green
17023,16159.0,50517.0,40,orange
17025,13582.0,44209.0,34,green
17027,37929.0,63236.0,10,orange
17029,53037.0,39588.0,45,green
17033,19541.0,47468.0,11,orange
17035,10943.0,46061.0,11,orange
17037,104345.0,54101.0,41,orange
17039,16388.0,53959.0,4,orange
17041,19826.0,51810.0,4,orange
17043,930412.0,79658.0,19,red
17045,17992.0,45691.0,34,orange
17047,6649.0,44497.0,34,green
17049,34332.0,52224.0,4,orange
17061,13502.0,42565.0,1,green
17053,13835.0,49947.0,40,orange
1031,50884.0,46729.0,11,orange
1033,54444.0,40576.0,1,green
1035,12865.0,24900.0,17,green
1037,11027.0,31212.0,8,green
1039,37886.0,36444.0,24,green
1105,10038.0,24537.0,17,green
1107,19856.0,30330.0,48,green
1109,33155.0,32825.0,8,green
1111,22648.0,36924.0,24,green
1113,58302.0,37049.0,24,green
1115,85864.0,51859.0,4,orange
1117,203530.0,70187.0,5,red
1119,13341.0,19501.0,17,green
1121,81437.0,35155.0,24,green
1123,41153.0,39206.0,45,green
1125,200458.0,46565.0,32,orange
1127,65923.0,35843.0,24,green
1129,16997.0,42811.0,1,green
1131,11235.0,23750.0,17,green
1133,24130.0,33194.0,8,green
1001,55221.0,51281.0,40,orange
18171,8367.0,56042.0,22,orange
18169,32358.0,45649.0,34,orange
18167,108268.0,40313.0,1,green
18165,15860.0,43600.0,34,green
18099,46962.0,48485.0,11,orange
18097,926335.0,42168.0,31,orange
18095,130280.0,44195.0,32,green
18093,45814.0,45875.0,11,orange
18087,38084.0,49964.0,40,orange
18085,77983.0,52821.0,4,orange
18083,38062.0,42725.0,1,green
18081,145645.0,62147.0,23,orange
18079,28113.0,44736.0,34,green
18077,32453.0,45718.0,34,orange
18075,21255.0,41021.0,1,green
18071,43471.0,47000.0,11,orange
18069,36863.0,46945.0,11,orange
18067,82765.0,44226.0,32,green
18065,49146.0,41855.0,1,green
18063,153435.0,70163.0,35,red
18061,39230.0,52128.0,4,orange
18059,71328.0,66606.0,28,orange
18057,296635.0,86222.0,12,red
18055,32815.0,45397.0,34,orange
18053,68896.0,40294.0,1,green
18051,33668.0,48303.0,11,orange
18049,20527.0,45332.0,34,green
18047,22935.0,51748.0,4,orange
18045,16888.0,46760.0,11,orange
18043,75900.0,54914.0,22,orange
18001,34642.0,48188.0,11,orange
18003,363453.0,49092.0,15,orange
18005,79488.0,55050.0,22,orange
18007,8752.0,47046.0,11,orange
18009,12476.0,38190.0,45,green
18011,60511.0,67552.0,28,orange
18013,15011.0,54615.0,22,orange
18015,20014.0,52005.0,4,orange
18017,38476.0,42290.0,1,green
18019,113181.0,51699.0,41,orange
