fips,ir_wfrto,ir_recww,cluster_model2,color
26133,0.68,0.0,27,red
26135,0.21,0.0,27,red
26137,1.94,0.0,0,red
37093,1.06,0.0,0,red
37001,3.32,0.0,38,red
37003,2.05,0.0,0,red
37005,1.87,0.0,0,red
37007,2.8,0.0,27,red
37009,3.06,0.0,27,red
37011,5.1,0.0,38,red
37021,1.93,0.0,38,red
37025,1.96,0.0,0,red
37033,1.57,0.0,27,red
37035,3.35,0.0,38,red
37037,2.37,0.0,38,red
37039,0.33,0.0,27,red
37043,0.36,0.0,27,red
37045,1.43,0.0,38,red
37051,5.84,0.0,38,red
37057,2.91,0.0,0,red
37059,1.18,0.0,0,red
37063,2.17,0.0,38,red
37065,4.34,0.0,0,red
37067,4.0,0.0,22,red
37069,2.47,0.0,0,red
37071,1.51,0.0,38,red
37075,0.12,0.0,27,red
37077,1.17,0.0,27,red
37079,4.98,0.0,27,red
37081,7.92,0.0,22,red
37083,3.31,0.0,0,red
37087,1.24,0.0,0,red
37089,4.85,0.0,38,red
37097,5.7,0.0,38,red
37105,1.96,0.0,0,red
37109,1.53,0.0,0,red
37113,0.85,0.0,0,red
37115,1.06,0.0,27,red
37119,6.6,0.0,48,red
37121,0.73,0.0,27,red
37123,3.8,0.0,0,red
37125,9.02,0.0,48,red
37197,0.6,0.0,0,red
37135,2.29,0.0,0,red
37145,1.28,0.0,27,red
37147,5.08,0.0,38,red
37151,3.81,0.0,38,red
37153,1.03,0.0,27,red
37155,6.92,0.0,0,red
37157,3.05,0.0,38,red
37165,2.78,0.0,0,red
37167,1.39,0.0,0,red
37169,1.16,0.0,0,red
37171,4.61,0.0,38,red
37173,0.2,0.0,27,red
37175,4.52,0.0,0,red
37179,3.12,0.0,38,red
37181,1.68,0.0,0,red
37183,9.28,0.0,48,red
37185,0.89,0.0,27,red
37189,0.73,0.0,0,red
37193,0.67,0.0,0,red
37195,4.63,0.0,0,red
37199,1.37,0.0,27,red
37127,4.24,0.0,0,red
37159,4.1,0.0,38,red
39001,0.01,0.0,27,red
39003,0.34,0.0,0,red
39005,0.06,0.0,27,red
39009,0.02,0.0,27,red
39011,0.09,0.0,27,red
39013,0.02,0.0,27,red
39015,0.01,0.0,27,red
39017,0.3,0.0,27,red
39019,0.04,0.0,27,red
39021,1.15,0.0,27,red
39023,4.73,0.0,0,red
39175,0.01,0.0,27,red
39027,0.09,0.0,27,red
39029,0.25,0.0,27,red
39031,0.36,0.0,27,red
39033,0.06,0.0,27,red
39037,0.12,0.0,27,red
39039,0.14,0.0,27,red
39041,1.17,0.0,0,red
39045,0.37,0.0,0,red
39047,0.04,0.0,27,red
39049,1.6,0.0,38,red
39051,0.07,0.0,27,red
39053,0.0,0.0,27,red
39057,1.98,0.0,27,red
39059,0.02,0.0,27,red
39061,0.28,0.0,27,red
39063,0.15,0.0,27,red
39065,0.0,0.0,27,red
39067,0.0,0.0,27,red
39069,0.03,0.0,27,red
39073,0.0,0.0,27,red
39075,0.0,0.0,27,red
39077,0.95,0.0,27,red
39079,0.0,0.0,27,red
39081,0.08,0.0,27,red
39083,0.53,0.0,27,red
39087,0.0,0.0,27,red
39089,0.3,0.0,0,red
39091,0.0,0.0,27,red
39093,6.37,0.0,0,red
39097,0.02,0.0,27,red
39099,0.22,0.0,27,red
39101,0.2,0.0,27,red
39103,0.73,0.0,0,red
39105,0.0,0.0,27,red
39107,0.08,0.0,27,red
39109,1.03,0.0,0,red
39111,0.04,0.0,27,red
39113,2.23,0.0,0,red
39115,0.0,0.0,27,red
39117,0.04,0.0,27,red
39119,0.19,0.0,27,red
39121,0.0,0.0,27,red
39125,0.0,0.0,27,red
39127,0.0,0.0,27,red
39129,1.85,0.0,27,red
39131,0.05,0.0,27,red
39133,0.38,0.0,0,red
39135,0.03,0.0,27,red
39137,0.12,0.0,27,red
39139,0.06,0.0,27,red
39141,0.45,0.0,27,red
39145,0.16,0.0,27,red
39147,0.1,0.0,27,red
39149,2.03,0.0,27,red
39151,1.07,0.0,0,red
39153,0.73,0.0,0,red
39155,0.25,0.0,27,red
39157,0.36,0.0,0,red
39159,0.19,0.0,27,red
39161,0.1,0.0,27,red
39163,0.0,0.0,27,red
39165,0.48,0.0,27,red
39167,0.0,0.0,27,red
39169,0.19,0.0,27,red
39171,0.56,0.0,27,red
39173,0.31,0.0,27,red
39025,0.17,0.0,27,red
39071,0.0,0.0,27,red
45001,0.0,0.0,27,red
45005,7.1,0.0,27,red
45007,0.04,0.0,27,red
45009,4.49,0.0,27,red
45021,0.0,0.0,27,red
45023,0.08,0.0,27,red
45025,1.6,0.0,27,red
45031,3.16,0.0,27,red
45037,5.25,0.0,27,red
45039,0.0,0.0,27,red
45047,0.01,0.0,27,red
45055,0.29,0.0,27,red
45057,0.09,0.0,27,red
45059,0.04,0.0,27,red
45061,3.68,0.0,27,red
45063,7.86,0.0,0,red
45065,0.23,0.0,27,red
45069,1.64,0.0,27,red
45071,0.64,0.0,27,red
45079,0.72,0.0,0,red
45081,5.76,0.0,27,red
45083,0.45,0.0,0,red
45091,0.41,0.0,0,red
45087,0.0,0.0,27,red
45003,4.89,0.0,0,red
37101,4.15,0.0,38,red
37107,3.41,0.0,0,red
37191,5.36,0.0,0,red
37085,8.86,0.0,38,red
37163,12.77,0.0,0,red
37047,2.8,0.0,0,red
45033,0.89,0.0,27,red
45067,0.77,0.0,27,red
45017,11.15,0.0,27,red
45041,0.9,0.0,27,red
45085,11.14,0.0,27,red
45027,3.26,0.0,27,red
45035,0.23,0.0,27,red
13103,1.08,0.0,27,red
45075,19.87,0.0,0,red
45089,0.58,0.0,27,red
37055,0.86,0.0,0,red
37137,2.82,0.0,0,red
37017,7.3,0.0,27,red
13087,56.17,0.0,43,red
13087,56.17,0.0,43,red
45049,5.93,0.0,27,red
45019,1.06,0.0,38,red
45019,1.06,0.0,38,red
13253,44.26,0.0,43,red
13253,44.26,0.0,43,red
39095,0.55,0.0,0,red
39123,0.02,0.0,27,red
39055,0.48,0.0,27,red
13049,0.0,0.0,27,red
37103,2.45,0.0,27,red
39085,10.15,0.0,0,red
39143,0.12,0.0,27,red
37061,7.86,0.0,0,red
13239,0.05,0.0,27,red
13061,3.83,0.0,27,red
13179,0.0,0.0,27,red
13121,2.51,0.0,22,red
37111,5.71,0.0,0,red
37149,1.48,0.0,0,red
37161,1.06,0.0,0,red
37099,1.7,0.0,38,red
37027,7.39,0.0,0,red
37023,9.45,0.0,0,red
39007,0.06,0.0,27,red
45045,0.87,0.0,0,red
45073,0.42,0.0,0,red
45077,0.3,0.0,0,red
13039,0.39,0.0,0,red
45015,0.05,0.0,27,red
45051,3.24,0.0,22,red
13029,0.17,0.0,27,red
45029,6.17,0.0,27,red
13051,0.71,0.0,0,red
13051,0.71,0.0,0,red
13183,0.05,0.0,27,red
39035,0.46,0.0,0,red
39043,6.95,0.0,22,red
13127,2.24,0.0,38,red
13191,0.16,0.0,27,red
28027,123.92,0.0,21,red
28025,0.76,0.0,27,red
28023,0.35,0.0,27,red
28021,1.99,0.0,27,red
28019,0.88,0.0,27,red
28017,2.74,0.0,27,red
28015,11.44,0.0,27,red
28013,1.13,0.0,27,red
28011,335.69,0.0,5,red
28109,0.95,0.0,27,red
28003,0.16,0.0,27,red
28163,37.89,0.0,43,red
47133,0.02,0.0,27,red
47135,0.0,0.0,27,red
1041,0.58,0.0,27,red
1043,0.91,0.0,0,red
1045,2.08,0.0,0,red
1047,3.2,0.0,0,red
1049,2.64,0.0,0,red
1051,3.08,0.0,38,red
1053,1.74,0.0,0,red
1055,1.0,0.0,38,red
1057,0.37,0.0,27,red
1059,0.84,0.0,0,red
1061,5.47,0.0,27,red
1063,0.45,0.0,27,red
1065,1.07,0.0,27,red
1069,7.55,0.0,38,red
1073,5.88,0.0,48,red
1075,0.24,0.0,27,red
1077,1.8,0.0,0,red
1079,2.58,0.0,0,red
1081,3.17,0.0,38,red
1083,9.75,0.0,0,red
1085,5.73,0.0,27,red
1087,5.92,0.0,27,red
1089,9.15,0.0,22,red
1091,0.43,0.0,27,red
1093,0.27,0.0,27,red
1095,2.07,0.0,38,red
1099,0.57,0.0,27,red
1101,6.27,0.0,38,red
1103,1.04,0.0,0,red
31049,20.24,0.0,27,red
31051,16.43,0.0,27,red
31053,40.33,0.0,43,red
31055,9.6,0.0,27,red
31057,100.75,0.0,21,red
31059,81.4,0.0,43,red
31061,67.88,0.0,43,red
31063,45.47,0.0,43,red
31065,34.83,0.0,43,red
31067,48.44,0.0,43,red
31069,34.29,0.0,43,red
31071,18.4,0.0,27,red
31073,71.73,0.0,43,red
31075,1.23,0.0,27,red
31077,74.93,0.0,43,red
31079,220.35,0.0,49,red
31081,173.35,0.0,21,red
31083,56.22,0.0,43,red
31085,51.99,0.0,43,red
31087,25.32,0.0,27,red
31089,272.72,0.0,49,red
31091,3.86,0.0,27,red
31093,119.73,0.0,21,red
31095,79.22,0.0,43,red
31097,15.1,0.0,27,red
31099,178.41,0.0,21,red
31101,96.0,0.0,21,red
31103,33.63,0.0,43,red
31105,21.52,0.0,27,red
31107,53.7,0.0,43,red
24025,0.39,0.0,0,red
24009,0.02,0.0,27,red
51510,0.01,0.0,27,red
24510,0.0,0.0,27,red
24037,0.07,0.0,27,red
24009,0.02,0.0,27,red
24003,0.77,0.0,0,red
24037,0.07,0.0,27,red
24017,0.28,0.0,27,red
51099,0.16,0.0,27,red
51059,1.07,0.0,38,red
51153,1.03,0.0,0,red
51179,0.11,0.0,27,red
24017,0.28,0.0,27,red
51099,0.16,0.0,27,red
51179,0.11,0.0,27,red
51153,1.03,0.0,0,red
24510,0.0,0.0,27,red
24033,1.02,0.0,0,red
51059,1.07,0.0,38,red
51125,0.51,0.0,27,red
51127,0.23,0.0,27,red
51135,0.08,0.0,27,red
51145,0.14,0.0,27,red
51147,0.15,0.0,27,red
51101,1.34,0.0,27,red
51183,0.33,0.0,27,red
51085,1.61,0.0,27,red
47137,0.0,0.0,27,red
47141,0.06,0.0,27,red
47143,0.29,0.0,27,red
47145,0.08,0.0,27,red
47147,0.89,0.0,27,red
47149,0.25,0.0,27,red
47151,0.02,0.0,27,red
47153,0.01,0.0,27,red
47157,2.46,0.0,38,red
47159,0.08,0.0,27,red
47161,0.06,0.0,27,red
47163,0.13,0.0,27,red
47165,0.44,0.0,0,red
47169,0.03,0.0,27,red
47171,0.0,0.0,27,red
47173,0.01,0.0,27,red
47175,0.02,0.0,27,red
47177,1.93,0.0,27,red
47179,0.3,0.0,27,red
47181,0.08,0.0,27,red
47183,1.21,0.0,27,red
47187,1.53,0.0,38,red
45011,3.26,0.0,27,red
37049,3.79,0.0,38,red
13297,2.44,0.0,0,red
37013,3.88,0.0,0,red
13029,0.17,0.0,27,red
45053,0.88,0.0,27,red
37117,1.39,0.0,27,red
45043,2.25,0.0,38,red
45043,2.25,0.0,38,red
37129,2.82,0.0,38,red
37019,7.23,0.0,48,red
37129,2.82,0.0,38,red
37019,7.23,0.0,48,red
37031,2.72,0.0,38,red
37133,7.94,0.0,38,red
37141,4.67,0.0,0,red
37141,4.67,0.0,0,red
37095,0.52,0.0,27,red
37187,3.25,0.0,27,red
37177,0.0,0.0,27,red
1015,3.15,0.0,38,red
1013,0.99,0.0,38,red
1011,2.0,0.0,27,red
1009,1.08,0.0,0,red
1007,0.19,0.0,27,red
1005,2.96,0.0,0,red
1071,1.28,0.0,0,red
1019,2.82,0.0,27,red
1021,0.49,0.0,27,red
1023,0.17,0.0,27,red
1027,0.12,0.0,27,red
1029,0.14,0.0,27,red
17201,0.75,0.0,0,red
17203,0.24,0.0,27,red
17063,0.25,0.0,27,red
17001,1.0,0.0,0,red
17003,2.37,0.0,27,red
17005,0.01,0.0,27,red
17007,0.86,0.0,0,red
17009,0.02,0.0,27,red
17011,5.92,0.0,0,red
17013,0.0,0.0,27,red
17015,1.13,0.0,27,red
17017,9.38,0.0,27,red
17019,4.61,0.0,0,red
17021,0.11,0.0,27,red
17023,5.01,0.0,27,red
17025,0.03,0.0,27,red
17027,0.63,0.04,27,red
17029,0.28,0.0,0,red
17033,5.56,0.0,27,red
17035,0.0,0.0,27,red
17037,0.49,0.04,0,red
17039,0.08,0.0,27,red
17041,0.22,0.0,27,red
17043,2.77,0.07,22,red
17045,0.07,0.0,27,red
17047,0.0,0.0,27,red
17049,0.1,0.0,27,red
17061,0.01,0.0,27,red
17053,0.55,0.0,27,red
1031,3.87,0.0,0,red
1033,2.43,0.0,0,red
1035,0.21,0.0,27,red
1037,0.1,0.0,27,red
1039,3.46,0.0,0,red
1105,0.63,0.0,27,red
1107,1.95,0.0,0,red
1109,1.46,0.0,0,red
1111,0.14,0.0,27,red
1113,7.45,0.0,27,red
1115,1.72,0.0,27,red
1117,5.17,0.0,38,red
1119,0.76,0.0,0,red
1121,4.78,0.0,0,red
1123,0.91,0.0,0,red
1125,5.66,0.0,38,red
1127,0.72,0.0,0,red
1129,0.23,0.0,27,red
1131,0.45,0.0,27,red
1133,0.18,0.0,27,red
1001,3.52,0.0,27,red
18171,0.2,0.0,27,red
18169,0.66,0.0,27,red
18167,1.51,0.0,27,red
18165,0.08,0.0,27,red
18099,1.95,0.0,27,red
18097,0.78,0.0,0,red
18095,0.16,0.0,27,red
18093,0.0,0.0,27,red
18087,7.65,0.0,27,red
18085,7.32,0.0,27,red
18083,8.12,0.0,27,red
18081,0.44,0.0,27,red
18079,0.0,0.0,27,red
18077,0.0,0.0,27,red
18075,0.09,0.0,27,red
18071,2.32,0.0,27,red
18069,0.01,0.0,27,red
18067,0.12,0.0,27,red
18065,0.22,0.0,27,red
18063,0.18,0.0,27,red
18061,0.0,0.0,27,red
18059,0.03,0.0,27,red
18057,1.13,0.0,0,red
18055,0.04,0.0,27,red
18053,0.19,0.0,27,red
18051,0.43,0.0,27,red
18049,7.91,0.0,27,red
18047,0.02,0.0,27,red
18045,0.08,0.0,27,red
18043,0.01,0.0,27,red
18001,0.03,0.0,27,red
18003,0.28,0.0,0,red
18005,4.36,0.0,27,red
18007,0.35,0.0,27,red
18009,0.0,0.0,27,red
18011,0.42,0.0,27,red
18013,0.02,0.0,27,red
18015,0.0,0.0,27,red
18017,0.29,0.0,27,red
18019,0.16,0.0,27,red
18183,0.47,0.0,27,red
18023,0.0,0.0,27,red
18025,0.0,0.0,27,red
18027,0.42,0.0,27,red
18029,0.06,0.0,27,red
18031,0.0,0.0,27,red
18033,0.38,0.0,27,red
18035,0.39,0.0,0,red
18037,0.11,0.0,27,red
18039,6.82,0.0,27,red
18041,0.0,0.0,27,red
18177,0.27,0.0,27,red
18179,0.0,0.0,27,red
18181,1.57,0.0,27,red
18021,0.0,0.0,27,red
18173,0.01,0.0,27,red
18137,0.0,0.0,27,red
21111,2.43,0.0,22,red
21113,0.3,0.0,27,red
21115,0.11,0.0,27,red
21117,0.04,0.0,27,red
21119,0.0,0.0,27,red
21121,0.05,0.0,27,red
21123,0.05,0.0,27,red
21109,0.01,0.0,27,red
21127,0.01,0.0,27,red
21131,0.0,0.0,27,red
21133,0.05,0.0,27,red
21135,0.01,0.0,27,red
21137,0.11,0.0,27,red
21139,0.04,0.0,27,red
21141,1.21,0.0,27,red
21143,0.56,0.0,27,red
21145,0.18,0.0,27,red
21147,0.0,0.0,27,red
21149,0.51,0.0,27,red
28089,0.13,0.0,27,red
28087,4.43,0.0,27,red
28085,0.17,0.0,27,red
28083,169.22,0.0,21,red
28081,0.34,0.0,27,red
28079,0.1,0.0,27,red
28077,0.72,0.0,27,red
28075,0.11,0.0,27,red
28073,0.2,0.0,27,red
28071,0.6,0.0,27,red
28069,0.12,0.0,27,red
28067,0.4,0.0,27,red
28065,0.31,0.0,27,red
28063,0.52,0.0,27,red
28057,0.04,0.0,27,red
28055,34.7,0.0,43,red
28053,90.01,0.0,21,red
28051,39.13,0.0,43,red
28049,0.44,0.0,27,red
28043,1.05,0.0,27,red
28041,0.2,0.0,27,red
28039,0.45,0.0,27,red
28037,0.03,0.0,27,red
28033,10.26,0.0,27,red
28031,0.55,0.0,27,red
28029,0.17,0.0,27,red
47189,0.59,0.0,0,red
47185,0.03,0.0,27,red
47043,0.34,0.0,27,red
47105,0.04,0.0,27,red
47001,0.02,0.0,27,red
47003,0.17,0.0,27,red
47005,0.0,0.0,27,red
47007,0.3,0.0,27,red
47011,0.05,0.0,27,red
47013,0.03,0.0,27,red
47015,0.03,0.0,27,red
47017,0.7,0.0,27,red
47021,0.22,0.0,27,red
47023,0.21,0.0,27,red
47025,0.01,0.0,27,red
47027,0.01,0.0,27,red
47031,0.97,0.0,27,red
47033,1.5,0.0,27,red
47035,0.57,0.0,0,red
47037,3.31,0.0,22,red
47039,0.01,0.0,27,red
47041,0.35,0.0,27,red
47045,5.9,0.0,27,red
47047,1.96,0.0,27,red
47049,0.01,0.0,27,red
47051,0.68,0.0,27,red
47053,1.8,0.0,27,red
47055,0.89,0.0,27,red
47057,0.15,0.0,27,red
47061,0.19,0.0,27,red
47063,0.19,0.0,27,red
47065,1.88,0.0,38,red
47067,0.01,0.0,27,red
47069,0.38,0.0,27,red
47071,0.77,0.0,27,red
47073,0.07,0.0,27,red
47075,5.06,0.0,27,red
47077,0.03,0.0,27,red
47079,1.6,0.0,27,red
47081,0.13,0.0,27,red
47083,0.01,0.0,27,red
47085,0.12,0.0,27,red
47087,0.0,0.0,27,red
47089,0.17,0.0,27,red
47091,0.06,0.0,27,red
47093,0.17,0.0,27,red
47095,5.52,0.0,27,red
47097,4.7,0.0,27,red
47099,0.28,0.0,27,red
38023,1.52,0.0,27,red
38027,0.46,0.0,27,red
38029,6.62,0.0,27,red
38031,2.7,0.0,27,red
38033,0.1,0.0,27,red
38035,8.58,0.0,27,red
38037,0.38,0.0,27,red
38039,1.83,0.0,27,red
38041,0.02,0.0,27,red
38043,15.66,0.0,27,red
38045,4.53,0.0,27,red
38047,1.5,0.0,27,red
38049,19.4,0.0,27,red
38051,0.32,0.0,27,red
38055,4.16,0.0,27,red
38057,1.74,0.0,27,red
38061,0.31,0.0,27,red
38063,0.62,0.0,27,red
38065,5.64,0.0,27,red
38067,0.75,0.0,27,red
38069,0.13,0.0,27,red
38071,0.16,0.0,27,red
38073,15.04,0.0,27,red
38075,0.0,0.0,27,red
38079,0.24,0.0,27,red
38081,9.71,0.0,27,red
38083,0.14,0.0,27,red
38087,0.49,0.0,27,red
38089,0.25,0.0,27,red
38091,1.42,0.0,27,red
38093,3.49,0.0,27,red
38095,0.0,0.0,27,red
38097,0.09,0.0,27,red
34009,1.37,0.0,27,red
34025,3.69,0.0,27,red
34001,15.15,0.0,27,red
34029,8.25,0.0,27,red
34033,7.99,0.0,27,red
34011,18.53,0.0,27,red
24041,2.01,0.0,27,red
24041,2.01,0.0,27,red
24029,3.78,0.0,27,red
24015,1.63,0.0,27,red
51830,0.15,0.0,27,red
51710,0.06,0.0,27,red
51740,0.11,0.0,27,red
51710,0.06,0.0,27,red
24035,9.15,0.0,0,red
8031,1.53,0.77,15,red
6083,55.95,5.83,42,red
6071,33.33,14.5,17,red
22101,0.77,0.0,27,red
47101,0.03,0.0,27,red
47103,1.42,0.0,27,red
47107,0.07,0.0,27,red
47109,0.24,0.0,27,red
47111,0.05,0.0,27,red
47113,2.82,0.0,27,red
47115,0.02,0.0,27,red
47117,0.02,0.0,27,red
47167,2.02,0.0,27,red
47127,0.0,0.0,27,red
47125,0.25,0.0,27,red
47121,0.03,0.0,27,red
47119,0.23,0.0,27,red
47131,2.16,0.0,27,red
47129,0.0,0.0,27,red
28045,0.05,0.0,27,red
26089,1.62,0.0,0,red
18089,4.45,0.0,27,red
18091,24.63,0.0,43,red
26021,11.75,0.0,0,red
26159,17.31,0.0,27,red
26005,14.7,0.0,0,red
26007,0.11,0.0,27,red
26151,0.97,0.0,27,red
26099,1.75,0.0,0,red
26147,0.28,0.0,27,red
26053,0.0,0.0,27,red
1017,0.23,0.0,27,red
26115,1.96,0.0,0,red
1025,0.28,0.0,27,red
28059,0.15,0.0,27,red
1067,5.87,0.0,27,red
47123,0.04,0.0,27,red
47029,0.29,0.0,27,red
47155,0.26,0.0,27,red
47019,0.01,0.0,27,red
47059,1.45,0.0,38,red
47009,0.31,0.0,27,red
47139,0.03,0.0,27,red
1003,58.28,0.0,22,red
26163,0.96,0.0,0,red
28047,0.06,0.0,27,red
26083,0.01,0.0,27,red
26105,2.96,0.0,27,red
26127,4.95,0.0,27,red
26127,4.95,0.0,27,red
26121,2.55,0.0,0,red
26121,2.55,0.0,0,red
26139,8.47,0.0,0,red
26139,8.47,0.0,0,red
26013,0.01,0.0,27,red
26103,0.17,0.0,27,red
26031,0.31,0.0,0,red
26029,0.21,0.0,27,red
26055,1.54,0.0,0,red
26041,0.25,0.0,27,red
26095,1.2,0.0,27,red
26097,0.05,0.0,27,red
26153,0.17,0.0,27,red
26141,0.23,0.0,27,red
26109,0.02,0.0,27,red
26003,0.03,0.0,27,red
26131,0.0,0.0,27,red
26061,0.03,0.0,27,red
26009,9.1,0.0,0,red
26011,0.24,0.0,27,red
26017,1.96,0.0,27,red
26157,3.7,0.0,27,red
26063,0.78,0.0,27,red
26047,0.73,0.0,0,red
26019,0.32,0.0,27,red
1097,10.91,0.0,38,red
26105,2.96,0.0,27,red
28113,0.21,0.0,27,red
5003,159.83,0.0,21,red
5005,0.0,0.0,27,red
5007,0.0,0.0,27,red
5001,1675.81,0.0,25,orange
5011,0.0,0.0,27,red
5013,0.0,0.0,27,red
5015,0.0,0.0,27,red
5017,271.76,0.0,49,red
5019,5.37,0.0,27,red
5021,830.1,0.0,13,orange
5023,0.0,0.0,27,red
5025,0.0,0.0,27,red
5027,0.0,0.0,27,red
5029,4.05,0.0,27,red
5031,496.13,0.0,34,red
5033,2.49,0.0,27,red
5035,256.13,0.0,49,red
5037,593.44,0.0,34,red
5039,0.0,0.0,27,red
5041,628.49,0.0,34,orange
5043,50.16,0.0,43,red
5045,5.49,0.0,27,red
5047,0.01,0.0,27,red
5049,0.24,0.0,27,red
5051,0.0,0.0,27,red
5053,0.0,0.0,27,red
19185,0.0,0.0,27,red
19183,0.11,0.0,27,red
19181,0.11,0.0,27,red
19179,0.0,0.0,27,red
19177,0.0,0.0,27,red
19175,0.0,0.0,27,red
19173,0.0,0.0,27,red
19171,0.01,0.0,27,red
19169,0.1,0.0,27,red
19167,3.06,0.0,27,red
19165,0.01,0.0,27,red
19095,0.04,0.0,27,red
19093,0.0,0.0,27,red
19091,0.11,0.0,27,red
19089,0.15,0.0,27,red
19087,0.0,0.0,27,red
19085,2.75,0.0,27,red
19083,0.01,0.0,27,red
19081,0.65,0.0,27,red
19079,0.03,0.0,27,red
19077,0.03,0.0,27,red
19075,0.05,0.0,27,red
19073,0.06,0.0,27,red
19071,0.86,0.0,27,red
19069,0.14,0.0,27,red
19067,0.5,0.0,27,red
19065,0.15,0.0,27,red
19063,0.05,0.0,27,red
19061,0.19,0.0,27,red
19059,0.71,0.0,0,red
19057,0.68,0.0,27,red
19055,0.02,0.0,27,red
19001,0.02,0.0,27,red
19003,0.0,0.0,27,red
19005,0.0,0.0,27,red
19007,0.02,0.0,27,red
19009,0.0,0.0,27,red
19011,0.2,0.0,27,red
19013,0.16,0.0,27,red
19015,0.02,0.0,27,red
19017,0.21,0.0,27,red
19019,0.01,0.0,27,red
19021,0.05,0.0,27,red
19023,0.13,0.0,27,red
19025,0.16,0.0,27,red
19027,0.11,0.0,27,red
19029,0.01,0.0,27,red
19031,0.04,0.0,27,red
19033,0.19,0.0,27,red
19035,0.11,0.0,27,red
19037,0.1,0.0,27,red
19039,0.0,0.0,27,red
19041,0.52,0.0,27,red
19043,0.04,0.0,27,red
17129,1.51,0.0,27,red
17131,4.53,0.0,27,red
17133,0.72,0.0,27,red
17135,0.24,0.0,27,red
17137,1.09,0.0,27,red
17139,0.1,0.0,27,red
17141,0.27,0.0,27,red
17143,1.06,0.0,0,red
17145,0.04,0.0,27,red
17147,0.3,0.0,27,red
17149,0.04,0.0,27,red
17151,0.22,0.0,27,red
17153,0.77,0.0,27,red
17155,0.46,0.0,27,red
17051,0.04,0.0,27,red
17157,0.07,0.0,27,red
17159,0.06,0.0,27,red
17161,1.77,0.0,0,red
17163,0.56,0.0,0,red
17165,0.11,0.0,27,red
17167,0.53,0.0,0,red
17169,0.22,0.0,27,red
17171,0.02,0.0,27,red
