fips,to_wtotl,ps_wtotl,cluster_model3,color
26137,4.51,1.11,4,red
37093,6.93,4.42,4,red
37001,22.58,15.35,31,red
37003,4.06,0.03,4,red
37005,3.06,0.31,4,red
37007,14.96,8.8,31,red
37009,5.57,0.67,4,red
37011,28.84,1.57,4,red
37021,278.98,21.12,42,red
37025,23.0,17.54,39,red
37033,3.52,0.43,4,red
37035,859.29,4.29,30,purple
37037,31.04,25.42,31,red
37039,17.2,1.73,4,red
37043,1.22,0.21,4,red
37045,20.85,12.26,31,red
37051,45.09,35.85,39,red
37057,18.79,14.9,31,red
37059,5.69,3.58,4,red
37063,31.77,27.74,39,red
37065,9.11,3.29,4,red
37067,60.9,48.46,11,red
37069,6.89,0.95,4,red
37071,409.3,25.08,36,red
37075,90.9,0.67,21,red
37077,6.61,2.99,4,red
37079,8.48,1.07,4,red
37081,63.7,48.12,11,red
37083,32.31,7.6,31,red
37087,56.76,5.92,21,red
37089,18.99,11.05,31,red
37097,22.75,11.54,31,red
37105,11.08,7.41,31,red
37109,11.71,6.63,4,red
37113,574.73,2.07,6,red
37115,3.09,0.93,4,red
37119,2785.62,112.24,38,purple
37121,3.01,1.07,4,red
37123,7.61,2.25,4,red
37125,18.51,6.78,31,red
37197,15.01,1.36,4,red
37135,13.98,8.78,31,red
37145,770.64,2.53,30,purple
37147,23.71,13.64,31,red
37151,26.4,16.76,31,red
37153,15.4,9.87,31,red
37155,32.71,21.28,39,red
37157,21.41,11.41,31,red
37165,7.26,3.1,4,red
37167,9.54,6.4,4,red
37169,1269.47,0.3,46,purple
37171,29.75,4.41,4,red
37173,30.29,0.5,4,red
37175,210.13,1.81,42,red
37179,17.15,6.57,0,red
37181,9.7,5.95,4,red
37183,102.56,56.66,5,red
37185,1.71,0.05,4,red
37189,5.57,3.3,4,red
37193,12.87,6.61,31,red
37195,15.83,9.62,31,red
37199,3.01,0.7,4,red
37127,16.34,9.13,31,red
37159,24.89,9.64,31,red
39001,493.88,2.05,6,red
39003,27.56,18.17,31,red
39005,5.83,2.99,4,red
39009,8.8,7.51,31,red
39011,9.62,5.27,4,red
39013,11.55,7.61,31,red
39015,5.3,3.06,4,red
39017,79.88,50.69,11,red
39019,2.94,0.84,4,red
39021,8.82,2.49,4,red
39023,24.46,16.17,39,red
39175,8.02,0.95,4,red
39027,2.97,0.88,4,red
39029,13.58,9.18,31,red
39031,38.95,6.59,31,red
39033,5.45,2.41,4,red
39037,9.37,3.0,4,red
39039,10.11,3.4,4,red
39041,23.88,19.66,39,red
39045,14.33,9.2,31,red
39047,4.32,1.99,4,red
39049,188.31,155.82,44,orange
39051,4.36,2.54,4,red
39053,969.66,3.47,30,purple
39057,16.82,8.98,31,red
39059,8.24,5.45,4,red
39061,241.06,114.75,44,red
39063,15.13,11.28,31,red
39065,5.24,2.23,4,red
39067,2.72,0.6,4,red
39069,11.16,2.96,4,red
39073,3.18,1.67,4,red
39075,6.61,1.8,4,red
39077,7.16,5.54,4,red
39079,1.73,1.47,4,red
39081,1796.87,8.77,35,purple
39083,11.3,5.47,4,red
39087,13.71,5.43,31,red
39089,20.68,12.57,31,red
39091,7.03,2.8,4,red
39093,420.39,42.42,36,red
39097,4.27,2.05,4,red
39099,6.49,4.3,4,red
39101,11.23,6.14,4,red
39103,9.61,3.01,4,red
39105,5.77,1.75,4,red
39107,8.2,2.88,4,red
39109,18.3,10.89,31,red
39111,4.44,1.07,4,red
39113,88.97,81.14,45,red
39115,14.96,0.64,4,red
39117,2.92,0.55,4,red
39119,20.97,9.89,31,red
39121,2.33,1.04,4,red
39125,3.31,1.31,4,red
39127,1.57,0.96,4,red
39129,13.56,3.66,4,red
39131,7.01,2.58,4,red
39133,49.57,43.85,17,red
39135,4.72,2.56,4,red
39137,7.81,2.52,4,red
39139,17.27,14.45,31,red
39141,43.24,9.48,31,red
39145,10.63,8.6,31,red
39147,6.96,1.85,4,red
39149,10.54,3.49,4,red
39151,45.36,30.44,39,red
39153,22.74,11.08,31,red
39155,51.17,33.85,39,red
39157,34.22,17.67,31,red
39159,8.7,1.17,4,red
39161,5.55,1.87,4,red
39163,0.9,0.18,4,red
39165,19.61,15.07,31,red
39167,146.9,7.63,42,red
39169,15.84,8.06,31,red
39171,4.99,2.67,4,red
39173,10.99,5.21,4,red
39025,48.15,18.46,39,red
39071,2.76,2.3,4,red
45001,3.37,1.97,4,red
45005,10.93,1.19,4,red
45007,59.41,19.0,39,red
45009,6.18,0.92,4,red
45021,12.71,8.98,31,red
45023,5.44,3.18,4,red
45025,10.47,5.83,31,red
45031,700.63,6.41,6,purple
45037,10.26,4.54,4,red
45039,609.09,1.88,6,red
45047,6.74,4.85,31,red
45055,11.87,5.33,31,red
45057,24.33,20.99,31,red
45059,6.94,4.91,31,red
45061,6.75,2.54,4,red
45063,236.88,52.21,17,red
45065,1.39,0.96,4,red
45069,23.86,3.9,4,red
45071,9.26,6.58,4,red
45079,74.39,31.44,11,red
45081,7.7,0.03,4,red
45083,40.92,34.72,11,red
45091,177.01,20.63,39,red
45087,4.13,2.94,4,red
45003,159.99,32.01,39,red
37101,25.32,15.77,31,red
37107,14.35,8.81,31,red
37191,24.88,11.27,31,red
37085,33.4,20.57,31,red
37163,30.81,3.67,4,red
37047,42.07,2.02,4,red
45033,6.41,4.56,4,red
45067,5.05,3.41,4,red
45017,69.07,1.11,21,red
45041,42.15,15.7,31,red
45085,29.44,14.6,31,red
45027,7.87,2.31,4,red
45035,38.54,33.04,39,red
13103,123.52,35.8,17,red
45075,36.33,8.96,31,red
45089,6.53,3.02,4,red
37055,8.35,7.28,4,red
37137,4.31,1.25,4,red
37017,60.45,37.35,17,red
13087,61.82,2.43,21,red
13087,61.82,2.43,21,red
45049,8.73,1.47,4,red
45019,19.19,4.52,0,red
45019,19.19,4.52,0,red
13253,45.29,0.5,4,red
13253,45.29,0.5,4,red
39095,299.28,81.45,45,red
39123,52.11,4.58,31,red
39055,8.72,1.45,4,red
13049,1.52,0.76,4,red
37103,4.89,0.72,4,red
39085,185.34,22.82,39,red
39143,17.57,7.89,31,red
37061,26.43,4.76,4,red
13239,0.24,0.17,4,red
13061,4.22,0.25,4,red
13179,18.46,6.42,31,red
13121,199.14,196.32,16,orange
37111,17.62,1.95,4,red
37149,3.12,0.91,4,red
37161,11.01,7.68,31,red
37099,4.99,1.94,4,red
37027,16.1,7.16,31,red
37023,34.11,23.0,31,red
39007,215.18,7.2,42,red
45045,50.48,45.87,11,red
45073,2607.53,10.82,22,purple
45077,36.96,33.01,39,red
13039,5.43,3.94,4,red
45015,513.97,70.34,25,red
45051,64.02,50.13,11,red
13029,3.56,2.66,4,red
45029,10.65,2.07,4,red
13051,171.2,28.08,39,red
13051,171.2,28.08,39,red
13183,1.76,0.51,4,red
39035,356.41,222.45,32,orange
39043,36.67,11.99,31,red
13127,43.44,9.31,31,red
13191,1.48,1.04,4,red
28027,131.44,3.83,21,red
28025,4.62,2.53,4,red
28023,3.86,2.0,4,red
28021,27.26,0.66,4,red
28019,14.15,0.96,4,red
28017,6.46,1.81,4,red
28015,12.73,0.86,4,red
28013,3.77,2.28,4,red
28011,341.14,4.16,13,red
28109,8.6,4.58,4,red
28003,5.82,4.75,4,red
28163,57.3,5.49,21,red
47133,3.13,2.33,4,red
47135,1.38,0.91,4,red
1041,3.38,1.93,4,red
1043,29.12,23.24,31,red
1045,9.14,5.9,4,red
1047,53.34,5.91,21,red
1049,12.62,5.91,31,red
1051,18.71,12.19,31,red
1053,42.57,5.0,4,red
1055,132.81,16.85,42,red
1057,3.05,1.7,4,red
1059,8.37,5.94,4,red
1061,8.87,1.78,4,red
1063,388.86,1.39,13,red
1065,21.09,3.1,4,red
1069,127.23,18.94,42,red
1073,57.98,48.98,11,red
1075,2.16,1.42,4,red
1077,15.81,12.39,31,red
1079,11.53,7.73,4,red
1081,20.18,15.83,31,red
1083,2873.04,11.52,8,purple
1085,13.19,0.95,4,red
1087,11.05,3.31,4,red
1089,78.26,67.15,45,red
1091,24.28,2.77,4,red
1093,7.38,6.06,4,red
1095,27.58,23.76,39,red
1099,53.13,2.31,21,red
1101,38.84,28.0,39,red
1103,121.55,25.6,39,red
31049,21.12,0.5,4,red
31051,19.28,0.75,4,red
31053,55.89,0.7,21,red
31055,613.5,56.63,25,purple
31057,103.72,0.28,21,red
31059,84.15,0.78,21,red
31061,69.03,0.67,21,red
31063,47.09,0.27,4,red
31065,37.04,0.58,4,red
31067,54.05,3.6,21,red
31069,35.59,0.22,4,red
31071,20.58,0.18,4,red
31073,74.39,0.28,21,red
31075,1.79,0.05,4,red
31077,76.54,0.23,21,red
31079,237.97,11.94,42,red
31081,177.72,1.24,42,red
31083,57.55,0.45,21,red
31085,53.17,0.09,21,red
31087,28.41,0.37,4,red
31089,279.32,1.15,13,red
31091,4.4,0.18,4,red
31093,122.47,0.56,21,red
31095,81.56,1.11,21,red
31097,16.46,1.0,4,red
31099,181.47,0.86,42,red
31101,108.79,1.08,21,red
31103,34.71,0.05,4,red
31105,22.89,0.52,4,red
31107,57.55,0.97,21,red
24025,15.68,9.84,0,red
24009,3331.36,2.49,8,purple
51510,0.55,0.02,0,red
24510,42.15,0.0,33,red
24037,8.61,4.15,4,red
24009,3331.36,2.49,8,purple
24003,387.97,39.49,36,red
24037,8.61,4.15,4,red
24017,1020.14,7.32,30,purple
51099,3.48,0.93,4,red
51059,1.44,0.06,26,red
51153,89.43,79.73,45,red
51179,25.04,21.98,39,red
24017,1020.14,7.32,30,purple
51099,3.48,0.93,4,red
51179,25.04,21.98,39,red
51153,89.43,79.73,45,red
24510,42.15,0.0,33,red
24033,540.73,52.34,18,purple
51059,1.44,0.06,26,red
51125,1.81,0.2,4,red
51127,20.94,19.91,31,red
51135,1.28,0.48,4,red
51145,2.35,0.11,4,red
51147,2.56,1.11,4,red
51101,23.44,0.56,4,red
51183,1.81,0.56,4,red
51085,8.77,4.08,31,red
47137,1.01,0.81,4,red
47141,13.4,12.46,31,red
47143,20.61,3.91,4,red
47145,353.26,4.86,13,red
47147,8.07,4.83,4,red
47149,37.0,32.98,39,red
47151,2.65,2.53,4,red
47153,6.33,0.81,4,red
47157,503.53,146.93,40,orange
47159,5.94,0.57,4,red
47161,1326.05,0.71,46,purple
47163,533.7,23.76,6,red
47165,386.63,24.9,36,red
47169,1.16,0.93,4,red
47171,5.08,1.46,4,red
47173,1.63,0.78,4,red
47175,0.13,0.0,4,red
47177,7.14,4.77,4,red
47179,20.71,19.08,39,red
47181,2.07,1.07,4,red
47183,5.89,2.26,4,red
47187,3.54,1.42,0,red
45011,6.27,1.54,4,red
37049,30.99,10.76,31,red
13297,7.73,3.16,4,red
37013,32.04,4.31,4,red
13029,3.56,2.66,4,red
45053,30.26,27.3,31,red
37117,49.97,0.56,4,red
45043,342.94,8.91,13,red
45043,342.94,8.91,13,red
37129,16.8,6.25,0,red
37019,1367.09,2.8,46,purple
37129,16.8,6.25,0,red
37019,1367.09,2.8,46,purple
37031,10.67,6.97,31,red
37133,28.55,17.87,39,red
37141,10.93,2.77,4,red
37141,10.93,2.77,4,red
37095,2.02,1.08,4,red
37187,5.26,0.79,4,red
37177,0.6,0.48,4,red
1015,30.67,25.25,39,red
1013,4.06,2.28,4,red
1011,4.39,2.11,4,red
1009,60.07,56.86,17,red
1007,5.87,5.18,4,red
1005,9.02,3.23,4,red
1071,375.99,11.79,13,red
1019,7.42,3.2,4,red
1021,6.1,4.4,4,red
1023,48.46,1.21,4,red
1027,2.6,1.78,4,red
1029,1.89,0.48,4,red
17201,35.26,29.23,39,red
17203,9.5,7.26,4,red
17063,456.04,3.41,13,red
17001,18.57,10.35,31,red
17003,4.05,1.61,4,red
17005,2.2,1.3,4,red
17007,6.1,3.56,4,red
17009,0.92,0.04,4,red
17011,10.02,2.96,4,red
17013,0.72,0.41,4,red
17015,6.04,1.03,4,red
17017,12.93,1.1,4,red
17019,32.83,24.42,39,red
17021,946.19,2.55,30,purple
17023,7.69,1.6,4,red
17025,1.27,0.01,4,red
17027,10.43,6.98,31,red
17029,5.31,4.1,4,red
17033,13.39,2.18,4,red
17035,1.84,0.27,4,red
17037,12.13,7.64,31,red
17039,754.33,1.31,6,purple
17041,4.42,0.67,4,red
17043,16.59,6.8,33,red
17045,3.08,1.58,4,red
17047,0.64,0.04,4,red
17049,4.74,2.06,4,red
17061,1.37,0.7,4,red
17053,4.32,1.44,4,red
1031,13.54,6.34,31,red
1033,1005.62,8.26,30,purple
1035,1.93,1.32,4,red
1037,0.86,0.27,4,red
1039,10.28,4.09,4,red
1105,7.41,2.02,4,red
1107,7.11,3.0,4,red
1109,6.93,4.58,4,red
1111,2.65,1.22,4,red
1113,44.48,8.45,31,red
1115,18.33,8.93,31,red
1117,485.33,14.21,6,red
1119,9.79,2.06,4,red
1121,49.97,16.0,31,red
1123,13.29,11.87,31,red
1125,42.02,31.43,39,red
1127,710.17,43.88,12,purple
1129,56.12,2.81,21,red
1131,23.29,2.8,4,red
1133,1.75,0.81,4,red
1001,56.41,3.64,21,red
18171,1.88,0.43,4,red
18169,7.64,3.48,4,red
18167,379.98,12.2,13,red
18165,567.91,1.25,6,red
18099,7.26,2.85,4,red
18097,263.83,111.3,40,orange
18095,18.99,14.98,31,red
18093,7.81,5.05,4,red
18087,15.26,0.97,4,red
18085,22.65,3.33,4,red
18083,23.48,4.2,4,red
18081,14.44,10.04,31,red
18079,2.44,1.03,4,red
18077,1192.97,5.63,46,purple
18075,5.39,1.52,4,red
18071,9.97,5.39,4,red
18069,6.3,3.73,4,red
18067,18.51,8.47,31,red
18065,7.06,4.68,4,red
18063,10.29,5.1,31,red
18061,3.55,2.64,4,red
18059,6.7,3.18,4,red
18057,69.08,35.69,39,red
18055,3.92,2.87,4,red
18053,10.57,3.95,4,red
18051,36.06,1.71,4,red
18049,10.17,1.07,4,red
18047,4.16,2.62,4,red
18045,3.68,0.88,4,red
18043,82.22,1.21,21,red
18001,7.82,2.31,4,red
18003,48.26,35.7,11,red
18005,18.53,9.49,31,red
18007,1.35,0.4,4,red
18009,2.07,1.04,4,red
18011,4.72,2.01,4,red
18013,0.32,0.0,4,red
18015,9.53,1.31,4,red
18017,26.15,5.94,4,red
18019,30.46,22.11,39,red
18183,4.67,1.38,4,red
18023,5.58,3.68,4,red
18025,2.61,1.64,4,red
18027,11.71,3.55,4,red
18029,226.6,4.41,42,red
18031,4.63,2.59,4,red
18033,9.07,3.17,4,red
18035,16.06,9.58,31,red
18037,7.66,5.84,4,red
18039,29.46,12.95,31,red
18041,3.0,2.42,4,red
18177,11.32,5.01,4,red
18179,7.02,2.44,4,red
18181,7.24,0.97,4,red
18021,1.06,0.33,4,red
18173,632.31,2.7,6,red
18137,2.76,1.19,4,red
21111,397.28,133.75,44,orange
21113,6.16,5.34,4,red
21115,2.85,2.48,4,red
21117,0.6,0.0,0,red
21119,2.52,1.84,4,red
21121,0.8,0.3,4,red
21123,1.3,0.67,4,red
21109,1.73,1.47,4,red
21127,12.76,1.49,4,red
21131,1.42,1.06,4,red
21133,2.71,1.61,4,red
21135,2.91,2.42,4,red
21137,3.33,2.11,4,red
21139,14.65,1.66,4,red
21141,3.09,0.0,4,red
21143,3.35,2.67,4,red
21145,916.27,8.21,30,purple
21147,2.15,1.96,4,red
21149,2.01,0.69,4,red
28089,16.95,16.52,31,red
28087,40.13,8.37,31,red
28085,7.54,4.04,4,red
28083,201.94,4.15,42,red
28081,6.01,4.29,31,red
28079,5.79,2.21,4,red
28077,39.54,1.72,4,red
28075,11.94,10.95,31,red
28073,7.88,5.92,31,red
28071,7.35,5.28,31,red
28069,10.58,1.78,4,red
28067,17.19,11.75,31,red
28065,2.19,1.45,4,red
28063,1.37,0.72,4,red
28057,11.35,10.39,31,red
28055,35.75,0.12,4,red
28053,105.62,0.92,21,red
28051,42.0,2.2,4,red
28049,57.5,50.54,11,red
28043,10.11,3.96,4,red
28041,2.62,1.86,4,red
28039,2.95,1.23,4,red
28037,1.28,0.98,4,red
28033,36.29,19.51,39,red
28031,5.24,1.86,4,red
28029,6.75,3.79,4,red
47189,17.12,15.58,31,red
47185,3.45,2.81,4,red
47043,6.25,5.24,4,red
47105,20.26,13.14,31,red
47001,203.73,10.69,42,red
47003,7.18,6.03,31,red
47005,6.98,1.25,4,red
47007,3.52,2.19,4,red
47011,19.36,13.74,31,red
47013,3.83,3.33,4,red
47015,1.27,0.68,4,red
47017,6.27,2.48,4,red
47021,3.38,2.93,4,red
47023,1.92,0.93,4,red
47025,4.14,2.98,4,red
47027,14.33,0.86,4,red
47031,36.29,5.76,31,red
47033,3.26,1.56,4,red
47035,6.91,5.71,31,red
47037,156.44,134.11,44,orange
47039,1.88,1.37,4,red
47041,2.92,2.17,4,red
47045,9.42,2.71,4,red
47047,7.4,1.47,4,red
47049,2.12,1.65,4,red
47051,5.56,4.27,4,red
47053,7.9,3.8,4,red
47055,4.71,3.0,4,red
47057,6.07,0.0,4,red
47061,1.92,1.63,4,red
47063,9.67,9.18,31,red
47065,1821.88,60.03,35,purple
47067,0.68,0.21,4,red
47069,3.72,2.2,4,red
47071,31.56,2.63,4,red
47073,10.81,3.42,4,red
47075,11.75,1.49,4,red
47077,0.56,0.31,4,red
47079,6.02,2.11,4,red
47081,9.08,2.38,4,red
47083,1.23,1.0,4,red
47085,365.16,2.22,13,red
47087,1.09,0.56,4,red
47089,12.7,5.28,4,red
47091,2.47,1.7,4,red
47093,67.47,64.33,45,red
47095,6.83,1.11,4,red
47097,7.31,2.53,4,red
47099,5.48,4.06,4,red
38023,2.3,0.0,4,red
38027,2.05,0.98,4,red
38029,7.87,0.43,4,red
38031,3.53,0.43,4,red
38033,0.56,0.0,4,red
38035,18.7,8.78,31,red
38037,1.26,0.0,4,red
38039,2.51,0.38,4,red
38041,0.26,0.0,4,red
38043,16.6,0.09,4,red
38045,5.03,0.01,4,red
38047,2.32,0.09,4,red
38049,21.92,0.97,4,red
38051,1.21,0.26,4,red
38055,23.27,0.61,4,red
38057,458.7,6.67,13,red
38061,5.72,0.52,4,red
38063,2.08,1.33,4,red
38065,487.02,0.0,6,red
38067,2.0,1.1,4,red
38069,1.19,0.75,4,red
38071,0.34,0.0,4,red
38073,16.7,1.02,4,red
38075,1.05,0.0,4,red
38079,2.45,1.59,4,red
38081,10.3,0.28,4,red
38083,0.37,0.01,4,red
38087,0.99,0.03,4,red
38089,4.02,0.0,4,red
38091,2.19,0.67,4,red
38093,10.62,3.32,4,red
38095,0.37,0.19,4,red
38097,1.16,0.92,4,red
34009,32.76,13.61,31,red
34025,80.71,71.17,45,red
34001,54.62,30.2,39,red
34029,651.35,52.45,25,purple
34033,2869.34,4.24,8,purple
34011,90.23,15.72,31,red
24041,6.73,2.24,4,red
24041,6.73,2.24,4,red
24029,5.95,1.09,4,red
24015,10.78,3.6,4,red
51830,0.15,0.0,4,red
51710,0.42,0.28,0,red
51740,63.95,60.83,17,red
51710,0.42,0.28,0,red
24035,14.28,1.77,4,red
8031,164.8,163.27,16,orange
6083,120.54,49.94,11,red
6071,457.38,337.7,1,orange
22101,43.9,9.32,31,red
47101,1.59,1.31,4,red
47103,8.66,4.33,4,red
47107,36.54,3.81,4,red
47109,3.16,2.54,4,red
47111,3.01,2.09,4,red
47113,20.95,15.74,31,red
47115,4.73,3.42,4,red
47117,3.93,2.69,4,red
47167,5.87,3.35,4,red
47127,1.31,0.54,4,red
47125,24.45,22.4,39,red
47121,1.25,0.66,4,red
47119,13.62,12.33,31,red
47131,8.75,4.62,4,red
47129,2.15,1.35,4,red
28045,9.03,4.39,4,red
26089,4.05,0.5,4,red
18089,1266.77,76.05,48,purple
18091,49.17,9.35,31,red
26021,2125.76,12.42,47,purple
26159,156.21,3.55,42,red
26005,30.92,4.03,4,red
26007,120.86,2.02,21,red
26151,5.98,1.56,4,red
26099,8.99,3.97,33,red
26147,1379.88,137.89,48,purple
26053,8.98,1.48,4,red
1017,5.13,4.2,4,red
26115,1819.44,9.27,35,purple
1025,26.47,2.58,4,red
28059,49.49,14.5,31,red
1067,8.03,1.66,4,red
47123,10.22,5.62,4,red
47029,6.99,4.72,4,red
47155,15.02,11.48,31,red
47019,18.83,7.07,31,red
47059,11.49,8.92,31,red
47009,15.76,13.94,31,red
47139,2.1,0.87,4,red
1003,84.7,23.67,39,red
26163,1429.63,466.55,24,orange
28047,34.79,20.84,39,red
26083,0.21,0.05,4,red
26105,34.23,2.45,4,red
26127,8.28,1.16,4,red
26127,8.28,1.16,4,red
26121,262.56,16.08,42,red
26121,262.56,16.08,42,red
26139,821.92,88.23,25,purple
26139,821.92,88.23,25,purple
26013,14.93,0.51,4,red
26103,262.49,5.16,42,red
26031,3.45,0.98,4,red
26029,18.87,2.66,4,red
26055,13.58,7.33,31,red
26041,43.7,2.81,4,red
26095,1.97,0.5,4,red
26097,12.66,1.29,4,red
26153,3.99,0.35,4,red
26141,26.66,0.46,4,red
26109,3.65,1.07,4,red
26003,4.75,0.41,4,red
26131,0.61,0.44,4,red
26061,4.55,3.87,4,red
26009,40.35,1.19,4,red
26011,43.02,42.16,17,red
26017,490.35,8.97,6,red
26157,9.0,1.89,4,red
26063,6.78,2.58,4,red
26047,5.81,3.84,4,red
26019,2.13,0.68,4,red
1097,783.99,66.1,25,purple
26105,34.23,2.45,4,red
28113,8.56,5.89,4,red
5003,211.79,1.2,42,red
5005,4.75,3.46,4,red
5007,427.94,64.74,36,red
5001,1678.06,1.18,35,purple
5011,0.64,0.21,4,red
5013,0.3,0.24,4,red
5015,10.64,8.6,31,red
5017,298.56,0.62,13,red
5019,7.67,1.84,4,red
5021,833.14,0.91,30,purple
5023,11.77,11.15,31,red
5025,0.84,0.5,4,red
5027,4.58,2.15,4,red
5029,16.13,4.16,4,red
5031,510.86,14.12,6,red
5033,32.34,28.86,39,red
5035,263.66,7.13,42,red
5037,595.71,1.81,6,red
5039,0.21,0.18,4,red
5041,668.9,0.43,6,purple
5043,52.83,2.22,21,red
5045,6.38,0.15,0,red
5047,7.64,3.0,4,red
5049,92.69,1.4,21,red
5051,18.6,16.07,31,red
5053,1.7,1.01,4,red
19185,2.04,0.0,4,red
19183,8.08,1.81,4,red
19181,1.61,1.0,4,red
19179,22.83,7.94,31,red
19177,1.33,0.0,4,red
19175,6.28,4.15,4,red
19173,1.37,0.0,4,red
19171,5.65,2.66,4,red
19169,11.14,8.42,31,red
19167,25.38,9.13,31,red
19165,3.92,1.96,4,red
19095,2.79,1.05,4,red
19093,2.91,0.42,4,red
19091,4.09,0.94,4,red
19089,5.13,0.54,4,red
19087,2.97,2.04,4,red
19085,6.2,0.92,4,red
19083,9.25,1.47,4,red
19081,5.38,0.58,4,red
19079,5.53,1.14,4,red
19077,2.29,0.85,4,red
19075,1.94,0.26,4,red
19073,3.32,0.66,4,red
19071,2.06,0.5,4,red
19069,5.07,0.67,4,red
19067,4.44,2.22,4,red
19065,4.78,1.12,4,red
19063,2.8,1.17,4,red
19061,15.18,7.71,31,red
19059,7.68,2.07,4,red
19057,108.61,5.76,21,red
19055,8.53,0.88,4,red
19001,1.98,0.67,4,red
19003,1.77,1.0,4,red
19005,153.96,0.91,42,red
19007,11.87,6.65,4,red
19009,2.39,0.24,4,red
19011,3.6,1.26,4,red
19013,40.78,16.56,31,red
19015,3.89,2.39,4,red
19017,3.99,1.51,4,red
19019,4.83,1.2,4,red
19021,8.06,3.57,4,red
19023,4.65,0.83,4,red
19025,3.55,1.02,4,red
19027,6.96,2.04,4,red
19029,2.56,1.23,4,red
19031,4.76,1.04,4,red
19033,11.18,6.5,4,red
19035,5.81,1.93,4,red
19037,4.39,1.06,4,red
19039,2.07,1.19,4,red
19041,4.51,2.27,4,red
19043,7.34,0.73,4,red
17129,2.71,0.81,4,red
17131,6.43,0.88,4,red
17133,2.55,0.37,4,red
17135,429.62,2.69,13,red
17137,3.51,0.31,4,red
17139,1.15,0.17,4,red
17141,69.71,5.09,21,red
17143,446.61,23.98,36,red
17145,2.33,0.7,4,red
17147,5.17,1.12,4,red
17149,3.11,1.9,4,red
17151,0.32,0.0,4,red
17153,1.25,0.17,4,red
